"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1177","Открытие формы регистра сведений ""Отключение проверок для пользователей"" (итОтключениеПроверокДляПользователей)","","Thu Feb 20 14:11:10 MSK 2025","passed","Thu Feb 20 14:11:11 MSK 2025","","","",""
"","1335","Открытие формы регистра сведений ""Настройки обмена с ЕГАИС"" (НастройкиОбменаЕГАИС)","","Thu Feb 20 14:08:52 MSK 2025","passed","Thu Feb 20 14:08:54 MSK 2025","","","",""
"","3234","Копирование элемента документа ""Заявка на возврат товаров между организациями"" (ЗаявкаНаВозвратТоваровМеждуОрганизациями)","","Thu Feb 20 13:43:48 MSK 2025","passed","Thu Feb 20 13:43:51 MSK 2025","","","",""
"","1525","Открытие формы регистра сведений ""Правила записи телефонных переговоров"" (сфпПравилаЗаписиТелефонныхПереговоров)","","Thu Feb 20 14:10:47 MSK 2025","passed","Thu Feb 20 14:10:49 MSK 2025","","","",""
"","2177","Копирование элемента документа ""Отчет комиссионера"" (ОтчетКомиссионера)","","Thu Feb 20 13:45:29 MSK 2025","passed","Thu Feb 20 13:45:31 MSK 2025","","","",""
"","1430","Открытие формы отчета ""Карточка расчетов по переданной возвратной таре"" (КарточкаРасчетовПоПереданнойВозвратнойТаре)","","Thu Feb 20 14:03:13 MSK 2025","passed","Thu Feb 20 14:03:15 MSK 2025","","","",""
"","3408","Открытие формы отчета ""График платежей (поставщики)"" (ГрафикПлатежейПоставщики)","","Thu Feb 20 13:57:42 MSK 2025","passed","Thu Feb 20 13:57:45 MSK 2025","","","",""
"","656","Открытие формы регистра сведений ""Ручная корректировка расходов"" (РучнаяКорректировкаРасходов)","","Thu Feb 20 14:08:11 MSK 2025","passed","Thu Feb 20 14:08:12 MSK 2025","","","",""
"Как Разработчик
Я Хочу чтобы проверялось открытие формы всех элементов этой подсистемы
Чтобы я мог гарантировать работоспособность заполнения форм на основании","3967","Ввод на основании документа ""Авансовый отчет""","","Thu Feb 20 14:12:07 MSK 2025","passed","Thu Feb 20 14:12:11 MSK 2025","","","",""
"","1406","Открытие формы отчета ""Доступные остатки бюджетов"" (ЯРВЕТ_ДоступныеОстаткиБюджетов)","","Thu Feb 20 14:07:11 MSK 2025","passed","Thu Feb 20 14:07:12 MSK 2025","","","",""
"","1734","Копирование элемента документа ""Возврат товаров от клиента"" (ВозвратТоваровОтКлиента)","","Thu Feb 20 13:43:05 MSK 2025","passed","Thu Feb 20 13:43:07 MSK 2025","","","",""
"","1516","Открытие формы отчета ""Задолженность с просрочкой поставщики"" (ЗадолженностьСПросрочкойПоставщики)","","Thu Feb 20 13:58:40 MSK 2025","passed","Thu Feb 20 13:58:41 MSK 2025","","","",""
"","1484","Открытие формы отчета ""Ведомость по товарам в ценах номенклатуры"" (ВедомостьПоТоварамНаСкладахВЦенахНоменклатуры)","","Thu Feb 20 13:58:50 MSK 2025","passed","Thu Feb 20 13:58:51 MSK 2025","","","",""
"","1156","Копирование элемента документа ""Возврат товаров между организациями"" (ВозвратТоваровМеждуОрганизациями)","","Thu Feb 20 13:43:03 MSK 2025","passed","Thu Feb 20 13:43:04 MSK 2025","","","",""
"","469","Открытие формы регистра сведений ""График траншей"" (ГрафикТраншейКредитовИДепозитов)","","Thu Feb 20 14:08:04 MSK 2025","passed","Thu Feb 20 14:08:05 MSK 2025","","","",""
"Как Разработчик
Я Хочу чтобы проверялось открытие формы всех элементов этой подсистемы
Чтобы я мог гарантировать работоспособность заполнения форм на основании","619","Ввод на основании документа ""Реестр развозки""","","Thu Feb 20 14:14:21 MSK 2025","passed","Thu Feb 20 14:14:21 MSK 2025","","","",""
"","1184","Открытие формы регистра сведений ""Плановые работы ТС"" (ЯРВЕТ_ПлановыеРаботыТС)","","Thu Feb 20 14:11:32 MSK 2025","passed","Thu Feb 20 14:11:33 MSK 2025","","","",""
"Как Разработчик
Я Хочу чтобы проверялось открытие формы всех элементов этой подсистемы
Чтобы я мог гарантировать работоспособность заполнения форм на основании","790","Ввод на основании документа ""План продаж новый""","","Thu Feb 20 14:13:24 MSK 2025","passed","Thu Feb 20 14:13:25 MSK 2025","","","",""
"","1451","Открытие формы отчета ""Индексы цен номенклатуры"" (ИндексыЦенНоменклатуры)","","Thu Feb 20 14:02:56 MSK 2025","passed","Thu Feb 20 14:02:57 MSK 2025","","","",""
"","1302","Открытие формы регистра сведений ""Правила для обмена данными"" (ПравилаДляОбменаДанными)","","Thu Feb 20 14:10:23 MSK 2025","passed","Thu Feb 20 14:10:24 MSK 2025","","","",""
"","1391","Открытие формы отчета ""Состав сегмента"" (СоставСегмента)","","Thu Feb 20 14:05:15 MSK 2025","passed","Thu Feb 20 14:05:17 MSK 2025","","","",""
"","1047","Копирование элемента документа ""Ордер на перемещение WMS"" (ОрдерНаПеремещениеWMS)","","Thu Feb 20 13:45:18 MSK 2025","passed","Thu Feb 20 13:45:19 MSK 2025","","","",""
"","1406","Открытие формы отчета ""Выполнение сборки и отгрузки товаров"" (ТоварыКОтгрузке)","","Thu Feb 20 14:05:50 MSK 2025","passed","Thu Feb 20 14:05:51 MSK 2025","","","",""
"","1297","Открытие формы отчета ""Выгрузка в CISLINK"" (ВыгрузкаВCISLINK)","","Thu Feb 20 14:07:13 MSK 2025","passed","Thu Feb 20 14:07:14 MSK 2025","","","",""
"","552","Открытие формы регистра сведений ""ММП: Согласования для мобильного монитора"" (mmAgreements)","","Thu Feb 20 14:07:49 MSK 2025","passed","Thu Feb 20 14:07:50 MSK 2025","","","",""
"","1609","Открытие формы отчета ""Реестр договоров по кредитам и депозитам"" (РеестрКредитовИДепозитов)","","Thu Feb 20 14:04:51 MSK 2025","passed","Thu Feb 20 14:04:53 MSK 2025","","","",""
"","1526","Открытие формы отчета ""Сверка данных партионного учета и себестоимости"" (СверкаДанныхПартионногоУчетаИСебестоимости)","","Thu Feb 20 14:05:09 MSK 2025","passed","Thu Feb 20 14:05:10 MSK 2025","","","",""
"","1188","Открытие формы отчета ""Принятая возвратная тара"" (ПринятаяВозвратнаяТара)","","Thu Feb 20 14:04:25 MSK 2025","passed","Thu Feb 20 14:04:26 MSK 2025","","","",""
"","538","Открытие формы регистра сведений ""Соответствие номенклатуры ВетИС"" (СоответствиеНоменклатурыВЕТИС)","","Thu Feb 20 14:10:45 MSK 2025","passed","Thu Feb 20 14:10:46 MSK 2025","","","",""
"","1046","Копирование элемента документа ""ЯРВЕТ_Страховой случай ТС"" (ЯРВЕТ_СтраховойСлучайТС)","","Thu Feb 20 13:47:39 MSK 2025","passed","Thu Feb 20 13:47:40 MSK 2025","","","",""
"","547","Открытие формы отчета ""Выполнение регулярных условий соглашений с клиентами"" (ВыполнениеУсловийСоглашенийСКлиентами)","","Thu Feb 20 13:58:58 MSK 2025","passed","Thu Feb 20 13:58:59 MSK 2025","","","",""
"","984","Копирование элемента документа ""Установка лимита соглашений"" (УстановкаЛимитаСоглашений)","","Thu Feb 20 13:47:49 MSK 2025","passed","Thu Feb 20 13:47:50 MSK 2025","","","",""
"","598","Открытие формы отчета ""Сертификаты номенклатуры с истекающим сроком действия"" (СертификатыНоменклатурыСИстекающимСрокомДействия)","","Thu Feb 20 14:05:12 MSK 2025","passed","Thu Feb 20 14:05:13 MSK 2025","","","",""
"","490","Открытие формы регистра сведений ""Составы групп пользователей"" (СоставыГруппПользователей)","","Thu Feb 20 14:10:49 MSK 2025","passed","Thu Feb 20 14:10:50 MSK 2025","","","",""
"","1703","Открытие формы отчета ""Доходы и расходы (с распределением по коэффициентам)"" (АнализДоходовРасходовСРаспределениемПоКоэффициентам)","","Thu Feb 20 14:07:14 MSK 2025","passed","Thu Feb 20 14:07:16 MSK 2025","","","",""
"Как Разработчик
Я Хочу чтобы проверялось открытие формы всех элементов этой подсистемы
Чтобы я мог гарантировать работоспособность заполнения форм на основании","4781","Ввод на основании документа ""Событие""","","Thu Feb 20 14:14:32 MSK 2025","passed","Thu Feb 20 14:14:37 MSK 2025","","","",""
"","539","Открытие формы регистра сведений ""Оплаты сотрудников склада"" (ОплатыСотрудниковСклада)","","Thu Feb 20 14:11:55 MSK 2025","passed","Thu Feb 20 14:11:56 MSK 2025","","","",""
"Как разработчик
Хочу иметь возможность выполнить шаг по условию
Чтобы выполнять сложные бизнес-процессы","94","Выполняется если в группе в цикле и нет шага после цикла","","Thu Feb 20 14:14:54 MSK 2025","passed","Thu Feb 20 14:14:54 MSK 2025","","","",""
"","750","Открытие формы регистра сведений ""Настройки отправителя"" (НастройкиОтправителя)","","Thu Feb 20 14:09:42 MSK 2025","passed","Thu Feb 20 14:09:43 MSK 2025","","","",""
"","1406","Открытие формы отчета ""Бонусные баллы"" (БонусныеБаллы)","","Thu Feb 20 13:58:26 MSK 2025","passed","Thu Feb 20 13:58:28 MSK 2025","","","",""
"","1391","Открытие формы отчета ""Платежная дисциплина клиентов"" (ПлатежнаяДисциплинаКлиентов)","","Thu Feb 20 14:04:18 MSK 2025","passed","Thu Feb 20 14:04:19 MSK 2025","","","",""
"","1280","Открытие формы отчета ""Изменение ABC/XYZ - распределения клиентов"" (ИзменениеABCXYZРаспределенияКлиентов)","","Thu Feb 20 14:02:53 MSK 2025","passed","Thu Feb 20 14:02:54 MSK 2025","","","",""
"","469","Открытие формы отчета ""Затраты на развозку"" (ЗатратрыПоРазвозке)","","Thu Feb 20 13:58:43 MSK 2025","passed","Thu Feb 20 13:58:44 MSK 2025","","","",""
"","907","Открытие формы отчета ""ABC Классификация клиентов"" (ABCКлассификацияКлиентов)","","Thu Feb 20 13:48:02 MSK 2025","passed","Thu Feb 20 13:48:03 MSK 2025","","","",""
"","886","Копирование элемента документа ""Приказ о праве подписи в отгрузочных документах"" (ПриказОПравеПодписиВОтгрузочныхДокументах)","","Thu Feb 20 13:46:12 MSK 2025","passed","Thu Feb 20 13:46:13 MSK 2025","","","",""
"","1359","Копирование элемента документа ""ЯРВЕТ_Начисление бонусных баллов"" (ЯРВЕТ_НачислениеБонусныхБаллов)","","Thu Feb 20 13:45:04 MSK 2025","passed","Thu Feb 20 13:45:05 MSK 2025","","","",""
"","1382","Копирование элемента документа ""ЯРВЕТ_Исковое заявление"" (ЯРВЕТ_ИсковоеЗаявление)","","Thu Feb 20 13:44:27 MSK 2025","passed","Thu Feb 20 13:44:28 MSK 2025","","","",""
"","1132","Открытие формы отчета ""ABC/XYZ - распределение клиентов"" (ABCXYZРаспределениеКлиентов)","","Thu Feb 20 13:48:00 MSK 2025","passed","Thu Feb 20 13:48:01 MSK 2025","","","",""
"","1687","Открытие формы отчета ""Ведомость по сериям номенклатуры"" (ВедомостьПоСериямНоменклатуры)","","Thu Feb 20 13:58:46 MSK 2025","passed","Thu Feb 20 13:58:47 MSK 2025","","","",""
"","1528","Открытие формы отчета ""Реестр нормативно - справочной информации"" (РеестрНормативноСправочнойИнформации)","","Thu Feb 20 14:04:54 MSK 2025","passed","Thu Feb 20 14:04:55 MSK 2025","","","",""
"Как Пользователь
Я хочу иметь возможность выполнять различные файловые операции в тексте фич
Чтобы я мог проще протестировать и автоматизировать больше действий на 1C совместимо с 1bdd","812","Создание каталогов","","Thu Feb 20 14:15:06 MSK 2025","passed","Thu Feb 20 14:15:07 MSK 2025","","","",""
"","3764","Копирование элемента документа ""Реализация товаров услуг"" (РеализацияТоваровУслуг)","","Thu Feb 20 13:46:41 MSK 2025","passed","Thu Feb 20 13:46:44 MSK 2025","","","",""
"","3578","Открытие формы отчета ""Продажи"" (ВыручкаИСебестоимостьПродаж)","","Thu Feb 20 13:59:00 MSK 2025","passed","Thu Feb 20 13:59:03 MSK 2025","","","",""
"Как Пользователь
Я хочу иметь возможность выполнять различные файловые операции в тексте фич
Чтобы я мог проще протестировать и автоматизировать больше действий на 1C совместимо с 1bdd","125","Анализ текста файлов в рабочем каталоге","","Thu Feb 20 14:15:13 MSK 2025","passed","Thu Feb 20 14:15:13 MSK 2025","","","",""
"","1468","Открытие формы отчета ""Структура серии номенклатуры"" (СтруктураСерииНоменклатуры)","","Thu Feb 20 14:05:38 MSK 2025","passed","Thu Feb 20 14:05:39 MSK 2025","","","",""
"","2581","Копирование элемента документа ""Инвентаризация продукции ВЕТИС"" (ИнвентаризацияПродукцииВЕТИС)","","Thu Feb 20 13:44:24 MSK 2025","passed","Thu Feb 20 13:44:26 MSK 2025","","","",""
"","1430","Открытие формы отчета ""Остатки товаров, переданных на комиссию"" (ОстаткиТоваровПереданныхНаКомиссию)","","Thu Feb 20 14:03:52 MSK 2025","passed","Thu Feb 20 14:03:54 MSK 2025","","","",""
"","1179","Открытие формы регистра сведений ""Права ролей"" (ПраваРолей)","","Thu Feb 20 14:10:21 MSK 2025","passed","Thu Feb 20 14:10:22 MSK 2025","","","",""
"","941","Копирование элемента документа ""Резервирование товаров"" (РезервированиеТоваров)","","Thu Feb 20 13:46:51 MSK 2025","passed","Thu Feb 20 13:46:52 MSK 2025","","","",""
"","422","Открытие формы регистра сведений ""История изменения форматов магазинов"" (ИсторияИзмененияФорматовМагазинов)","","Thu Feb 20 14:08:23 MSK 2025","passed","Thu Feb 20 14:08:24 MSK 2025","","","",""
"","1647","Копирование элемента документа ""Прочие доходы расходы"" (ПрочиеДоходыРасходы)","","Thu Feb 20 13:45:23 MSK 2025","passed","Thu Feb 20 13:45:24 MSK 2025","","","",""
"","554","Открытие формы регистра сведений ""Параметры подключения"" (НастройкиТранспортаОбмена)","","Thu Feb 20 14:11:13 MSK 2025","passed","Thu Feb 20 14:11:14 MSK 2025","","","",""
"Как Разработчик
Я Хочу чтобы проверялось открытие формы всех элементов этой подсистемы
Чтобы я мог гарантировать работоспособность заполнения форм на основании","5109","Ввод на основании документа ""Поступление товаров и услуг""","","Thu Feb 20 14:13:28 MSK 2025","passed","Thu Feb 20 14:13:33 MSK 2025","","","",""
"","377814","Открытие формы отчета ""БДДС косвенный метод"" (БДДСКосвенныйМетод)","","Thu Feb 20 13:51:08 MSK 2025","passed","Thu Feb 20 13:57:26 MSK 2025","","","",""
"Как Разработчик
Я Хочу чтобы проверялось открытие формы всех элементов этой подсистемы
Чтобы я мог гарантировать работоспособность заполнения форм на основании","312","Ввод на основании документа ""Корректировка поступления""","","Thu Feb 20 14:12:59 MSK 2025","passed","Thu Feb 20 14:12:59 MSK 2025","","","",""
"","1288","Открытие формы регистра сведений ""Разделенные регламентные задания"" (РазделенныеРегламентныеЗадания)","","Thu Feb 20 14:10:16 MSK 2025","passed","Thu Feb 20 14:10:18 MSK 2025","","","",""
"","1456","Открытие формы отчета ""Прайс-лист (для приема заказов)"" (ПрайсЛистДляПриемаЗаказов)","","Thu Feb 20 14:04:21 MSK 2025","passed","Thu Feb 20 14:04:23 MSK 2025","","","",""
"","1282","Открытие формы отчета ""(не используется) Себестоимость товаров"" (АнализСебестоимостиТоваров)","","Thu Feb 20 13:57:29 MSK 2025","passed","Thu Feb 20 13:57:30 MSK 2025","","","",""
"Как Разработчик
Я Хочу чтобы проверялось открытие формы всех элементов этой подсистемы
Чтобы я мог гарантировать работоспособность заполнения форм на основании","820","Ввод на основании документа ""Отбор (размещение) товаров""","","Thu Feb 20 14:13:05 MSK 2025","passed","Thu Feb 20 14:13:05 MSK 2025","","","",""
"","1212","Открытие формы регистра сведений ""Товары другого качества"" (ТоварыДругогоКачества)","","Thu Feb 20 14:10:52 MSK 2025","passed","Thu Feb 20 14:10:53 MSK 2025","","","",""
"","1688","Открытие формы отчета ""Сравнение продаж аналогичных периодов"" (ПродажиСравнениеАналогичныхПериодов)","","Thu Feb 20 14:04:35 MSK 2025","passed","Thu Feb 20 14:04:36 MSK 2025","","","",""
"","1093","Копирование элемента документа ""Расходный ордер WMS"" (РасходныйОрдерWMS)","","Thu Feb 20 13:46:33 MSK 2025","passed","Thu Feb 20 13:46:34 MSK 2025","","","",""
"

Как <Роль> я хочу
<описание функционала>
чтобы <бизнес-эффект>","8812","<описание сценария>","","Thu Feb 20 14:13:40 MSK 2025","passed","Thu Feb 20 14:13:48 MSK 2025","","","",""
"","1285","Открытие формы отчета ""Сверка расчетов"" (СверкаРасчетовСПартнерами)","","Thu Feb 20 14:05:11 MSK 2025","passed","Thu Feb 20 14:05:12 MSK 2025","","","",""
"","1391","Открытие формы регистра сведений ""Сборка контроль документов"" (СборкаКонтрольДокументов)","","Thu Feb 20 14:11:16 MSK 2025","passed","Thu Feb 20 14:11:18 MSK 2025","","","",""
"","578","Открытие формы регистра сведений ""Аналитика видов запасов"" (АналитикаВидовЗапасов)","","Thu Feb 20 14:07:56 MSK 2025","passed","Thu Feb 20 14:07:57 MSK 2025","","","",""
"","375","Открытие формы регистра сведений ""Связи между партнерами"" (СвязиМеждуПартнерами)","","Thu Feb 20 14:10:42 MSK 2025","passed","Thu Feb 20 14:10:43 MSK 2025","","","",""
"","508","Открытие формы отчета ""Результаты согласования заявки на возврат товаров от клиента"" (РезультатыСогласованияЗаявкиНаВозвратТоваровОтКлиента)","","Thu Feb 20 14:05:01 MSK 2025","passed","Thu Feb 20 14:05:02 MSK 2025","","","",""
"","1594","Открытие формы отчета ""Сравнительный анализ показателей работы менеджеров"" (СравнительныйАнализПоказателейРаботыМенеджеров)","","Thu Feb 20 14:05:36 MSK 2025","passed","Thu Feb 20 14:05:37 MSK 2025","","","",""
"Как разработчик
Хочу иметь возможность выполнить шаг по условию
Чтобы выполнять сложные бизнес-процессы","110","Выполняется если в группе в цикле и шаг после цикла","","Thu Feb 20 14:14:55 MSK 2025","passed","Thu Feb 20 14:14:55 MSK 2025","","","",""
"","6923","Копирование элемента документа ""Запрос складского журнала ВЕТИС"" (ЗапросСкладскогоЖурналаВЕТИС)","","Thu Feb 20 13:43:41 MSK 2025","passed","Thu Feb 20 13:43:47 MSK 2025","","","",""
"","485","Открытие формы регистра сведений ""Документы физических лиц"" (ДокументыФизическихЛиц)","","Thu Feb 20 14:08:12 MSK 2025","passed","Thu Feb 20 14:08:13 MSK 2025","","","",""
"","1324","Открытие формы регистра сведений ""Состояние документооборота"" (СостояниеДокументооборота)","","Thu Feb 20 14:10:55 MSK 2025","passed","Thu Feb 20 14:10:57 MSK 2025","","","",""
"","1406","Открытие формы отчета ""Отклонения суммы взаиморасчетов по поставщикам"" (ОтклоненияСуммыВзаиморасчетовПоПоставщикам)","","Thu Feb 20 14:03:59 MSK 2025","passed","Thu Feb 20 14:04:00 MSK 2025","","","",""
"Как Разработчик
Я Хочу чтобы проверялось открытие формы всех элементов этой подсистемы
Чтобы я мог гарантировать работоспособность заполнения форм на основании","493","Ввод на основании документа ""Выемка денежных средств из кассы ККМ""","","Thu Feb 20 14:12:22 MSK 2025","passed","Thu Feb 20 14:12:23 MSK 2025","","","",""
"","10515","Открытие формы регистра сведений ""Кэш программных интерфейсов"" (КэшПрограммныхИнтерфейсов)","","Thu Feb 20 14:08:29 MSK 2025","passed","Thu Feb 20 14:08:40 MSK 2025","","","",""
"","800","Копирование элемента документа ""Передача оборудования"" (ПередачаОборудования)","","Thu Feb 20 13:45:33 MSK 2025","passed","Thu Feb 20 13:45:34 MSK 2025","","","",""
"","1360","Открытие формы регистра сведений ""Тарифы по ТС"" (ЯРВЕТ_ТарифыПоТС)","","Thu Feb 20 14:11:29 MSK 2025","passed","Thu Feb 20 14:11:31 MSK 2025","","","",""
"","1344","Открытие формы регистра сведений ""Фамилия, имя, отчество физического лица"" (ФИОФизическихЛиц)","","Thu Feb 20 14:11:39 MSK 2025","passed","Thu Feb 20 14:11:41 MSK 2025","","","",""
"Как Разработчик
Я Хочу чтобы проверялось открытие формы всех элементов этой подсистемы
Чтобы я мог гарантировать работоспособность заполнения форм на основании","1488","Ввод на основании документа ""Заявка на выдачу подарков""","","Thu Feb 20 14:12:46 MSK 2025","passed","Thu Feb 20 14:12:47 MSK 2025","","","",""
"","1465","Открытие формы регистра сведений ""Состояния печатных документов"" (СостоянияПечатныхДокументов)","","Thu Feb 20 14:11:06 MSK 2025","passed","Thu Feb 20 14:11:08 MSK 2025","","","",""
"","1219","Открытие формы отчета ""Финансовые результаты"" (АнализФинансовыхРезультатов)","","Thu Feb 20 13:57:37 MSK 2025","passed","Thu Feb 20 13:57:38 MSK 2025","","","",""
"","426","Открытие формы регистра сведений ""Действие скидок (наценок) по номенклатуре"" (ДействиеСкидокНаценокПоНоменклатуре)","","Thu Feb 20 14:08:10 MSK 2025","passed","Thu Feb 20 14:08:11 MSK 2025","","","",""
"","1443","Открытие формы регистра сведений ""Комментарии к отчету Просроченная задолженность (общий)"" (КомментарииКОтчетуПросроченнаяЗадолженностьОбщий)","","Thu Feb 20 14:11:25 MSK 2025","passed","Thu Feb 20 14:11:27 MSK 2025","","","",""
"","1379","Копирование элемента документа ""Реализация услуг прочих активов"" (РеализацияУслугПрочихАктивов)","","Thu Feb 20 13:46:45 MSK 2025","passed","Thu Feb 20 13:46:46 MSK 2025","","","",""
"","1609","Копирование элемента документа ""Заявка на расходование денежных средств?"" (ЗаявкаНаРасходованиеДенежныхСредств)","","Thu Feb 20 13:44:18 MSK 2025","passed","Thu Feb 20 13:44:20 MSK 2025","","","",""
"","468","Открытие формы регистра сведений ""Подписки получателей"" (ПодпискиПолучателей)","","Thu Feb 20 14:10:18 MSK 2025","passed","Thu Feb 20 14:10:19 MSK 2025","","","",""
"","563","Открытие формы регистра сведений ""Значения групп доступа"" (ЗначенияГруппДоступа)","","Thu Feb 20 14:08:17 MSK 2025","passed","Thu Feb 20 14:08:18 MSK 2025","","","",""
"","144712","Открытие формы отчета ""Анализ закупок по менеджерам"" (АнализЗакупокПоМенеджерам)","","Thu Feb 20 13:48:24 MSK 2025","passed","Thu Feb 20 13:50:49 MSK 2025","","","",""
"","1468","Копирование элемента документа ""Списание задолженности"" (СписаниеЗадолженности)","","Thu Feb 20 13:44:34 MSK 2025","passed","Thu Feb 20 13:44:35 MSK 2025","","","",""
"","1259","Открытие формы регистра сведений ""Нормативные запасы оборудования"" (НормативныеЗапасыОборудования)","","Thu Feb 20 14:11:50 MSK 2025","passed","Thu Feb 20 14:11:52 MSK 2025","","","",""
"","1344","Открытие формы отчета ""Доступность вариантов анализа целевых показателей"" (ДоступностьВариантовАнализаЦелевыхПоказателей)","","Thu Feb 20 13:59:33 MSK 2025","passed","Thu Feb 20 13:59:35 MSK 2025","","","",""
"","1453","Открытие формы регистра сведений ""Кэш состояний контрагентов ФНС"" (КэшСостоянийКонтрагентовФНС)","","Thu Feb 20 14:08:40 MSK 2025","passed","Thu Feb 20 14:08:42 MSK 2025","","","",""
"","1203","Открытие формы отчета ""Условия продаж"" (УсловияПродаж)","","Thu Feb 20 14:06:08 MSK 2025","passed","Thu Feb 20 14:06:09 MSK 2025","","","",""
"Как разработчик
Хочу иметь возможность выполнить шаг по условию
Чтобы выполнять сложные бизнес-процессы","110","Выполняется если в цикле","","Thu Feb 20 14:14:57 MSK 2025","passed","Thu Feb 20 14:14:57 MSK 2025","","","",""
"","22797","Открытие формы отчета ""Диаграммы деятельность организации"" (ДиаграммыДеятельностьОрганизации)","","Thu Feb 20 13:58:03 MSK 2025","passed","Thu Feb 20 13:58:26 MSK 2025","","","",""
"","1584","Открытие формы отчета ""Управленческий баланс"" (УправленческийБаланс)","","Thu Feb 20 14:06:04 MSK 2025","passed","Thu Feb 20 14:06:05 MSK 2025","","","",""
"","594","Открытие формы регистра сведений ""Таблицы групп доступа"" (ТаблицыГруппДоступа)","","Thu Feb 20 14:10:50 MSK 2025","passed","Thu Feb 20 14:10:51 MSK 2025","","","",""
"","475","Открытие формы регистра сведений ""ММП: Значения показателей"" (mmParameters)","","Thu Feb 20 14:07:53 MSK 2025","passed","Thu Feb 20 14:07:54 MSK 2025","","","",""
"","547","Открытие формы отчета ""Анализ остатков товаров организаций"" (АнализОстатковТоваровОрганизаций)","","Thu Feb 20 13:51:00 MSK 2025","passed","Thu Feb 20 13:51:01 MSK 2025","","","",""
"","1646","Копирование элемента документа ""Поступление услуг прочих активов"" (ПоступлениеУслугПрочихАктивов)","","Thu Feb 20 13:46:06 MSK 2025","passed","Thu Feb 20 13:46:07 MSK 2025","","","",""
"","10561","Открытие формы регистра сведений ""Очередь сообщений обмена с офлайн оборудованием"" (ОчередьСообщенийОбменаСОфлайнОборудованием)","","Thu Feb 20 14:10:04 MSK 2025","passed","Thu Feb 20 14:10:15 MSK 2025","","","",""
"","10497","Копирование элемента документа ""апрРемонтный лист"" (апрРемонтныйЛист)","","Thu Feb 20 13:46:53 MSK 2025","passed","Thu Feb 20 13:47:03 MSK 2025","","","",""
"","1283","Открытие формы отчета ""План-фактный анализ работы торговых представителей"" (ПланФактныйАнализРаботыТорговыхПредставителейПоКоличеству)","","Thu Feb 20 14:04:14 MSK 2025","passed","Thu Feb 20 14:04:15 MSK 2025","","","",""
"Как Разработчик
Я Хочу чтобы проверялось открытие формы всех элементов этой подсистемы
Чтобы я мог гарантировать работоспособность заполнения форм на основании","5172","Ввод на основании документа ""Отчет комиссионера (агента) о продажах""","","Thu Feb 20 14:13:07 MSK 2025","passed","Thu Feb 20 14:13:12 MSK 2025","","","",""
"","1296","Открытие формы регистра сведений ""Запросы ЕГАИС"" (ЗапросыЕГАИС)","","Thu Feb 20 14:11:21 MSK 2025","passed","Thu Feb 20 14:11:22 MSK 2025","","","",""
"","1352","Открытие формы отчета ""Задолженность поставщикам по срокам"" (КредиторскаяЗадолженность)","","Thu Feb 20 14:03:36 MSK 2025","passed","Thu Feb 20 14:03:37 MSK 2025","","","",""
"","1518","Открытие формы отчета ""Товары с истекающими сертификатами"" (ТоварыСИстекающимиСертификатами)","","Thu Feb 20 14:06:00 MSK 2025","passed","Thu Feb 20 14:06:01 MSK 2025","","","",""
"","344","Открытие формы регистра сведений ""Операции статистики"" (ОперацииСтатистики)","","Thu Feb 20 14:09:59 MSK 2025","passed","Thu Feb 20 14:10:00 MSK 2025","","","",""
"","1349","Копирование элемента документа ""Объединение записей складского журнала ВЕТИС"" (ОбъединениеЗаписейСкладскогоЖурналаВЕТИС)","","Thu Feb 20 13:45:10 MSK 2025","passed","Thu Feb 20 13:45:11 MSK 2025","","","",""
"","1422","Открытие формы отчета ""Карточка расчетов по принятой возвратной таре"" (КарточкаРасчетовПоПринятойВозвратнойТаре)","","Thu Feb 20 14:03:16 MSK 2025","passed","Thu Feb 20 14:03:17 MSK 2025","","","",""
"","1534","Открытие формы отчета ""Задолженность клиентов"" (СостояниеРасчетовСКлиентами)","","Thu Feb 20 14:05:19 MSK 2025","passed","Thu Feb 20 14:05:21 MSK 2025","","","",""
"","1375","Открытие формы регистра сведений ""Публичные идентификаторы синхронизируемых объектов"" (ПубличныеИдентификаторыСинхронизируемыхОбъектов)","","Thu Feb 20 14:10:32 MSK 2025","passed","Thu Feb 20 14:10:34 MSK 2025","","","",""
"","1344","Копирование элемента документа ""Сборка товаров"" (СборкаТоваров)","","Thu Feb 20 13:47:04 MSK 2025","passed","Thu Feb 20 13:47:05 MSK 2025","","","",""
"","1360","Открытие формы отчета ""План-факт продаж (менеджеры)"" (ПланФактПродажМенеджеры)","","Thu Feb 20 13:59:27 MSK 2025","passed","Thu Feb 20 13:59:28 MSK 2025","","","",""
"","1914","Открытие формы отчета ""Наличие счетов-фактур"" (НаличиеСчетовФактур)","","Thu Feb 20 14:03:39 MSK 2025","passed","Thu Feb 20 14:03:41 MSK 2025","","","",""
"","1671","Открытие формы регистра сведений ""Наборы значений доступа"" (НаборыЗначенийДоступа)","","Thu Feb 20 14:08:42 MSK 2025","passed","Thu Feb 20 14:08:44 MSK 2025","","","",""
